exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.1015625,0.03125,0.1,0.1,50.0,2,500,32,False,True
0.095703125,0.03125,0.3,0.1,50.0,2,500,32,False,True
0.072265625,0.03125,0.1,0.1,100.0,2,500,32,False,True
0.072265625,0.03125,0.3,0.1,100.0,2,500,32,False,True
0.12890625,0.03125,0.1,0.1,50.0,2,500,256,False,True
0.13671875,0.03125,0.3,0.1,50.0,2,500,256,False,True
0.103515625,0.03125,0.1,0.1,100.0,2,500,256,False,True
0.107421875,0.03125,0.3,0.1,100.0,2,500,256,False,True
0.06640625,0.03125,0.1,0.1,50.0,2,500,32,True,True
0.0703125,0.03125,0.3,0.1,50.0,2,500,32,True,True
0.06640625,0.03125,0.1,0.1,100.0,2,500,32,True,True
0.0625,0.03125,0.3,0.1,100.0,2,500,32,True,True
0.083984375,0.03125,0.1,0.1,50.0,2,500,256,True,True
0.08984375,0.03125,0.3,0.1,50.0,2,500,256,True,True
0.068359375,0.03125,0.1,0.1,100.0,2,500,256,True,True
0.078125,0.03125,0.3,0.1,100.0,2,500,256,True,True
